detail,id,img_path,img_url,like_num,name,price
一款可以插电加热的暖手桌垫，在冬天不再让ta的小手冰凉。可爱的卡通图案，非常适合送女生的冬日关心礼物。,good_6996,,http://img.cocodiy.com/Images/7000/6996s.jpg,30,暖手电脑桌暖桌垫,50.90
爱神之锤又名“一字锤”，代表着一心一意，赶紧送他表白心意。钨金材质，永不磨损永不变形，可个性刻字。,good_5006,,http://img.cocodiy.com/Images/5100/5006s.jpg,237,爱神之锤男士钨金刻字吊坠,99.00
清新甜美的立体魔方尽显甜美优雅，让你如花仙子般美丽绽放。生日、节日送女性的浪漫高雅之选。,good_6326,,http://img.cocodiy.com/Images/6400/6326s.jpg,740,悦动之心魔方手链,109.00
创意星空图案的马卡龙礼盒，法式浪漫，9粒装精美礼盒，送给吃货的浪漫之选。,good_5585,,http://img.cocodiy.com/Images/5600/5585s.jpg,64,星空马卡龙礼盒,59.98
机器猫主题的糖果礼包，带你进入哆啦A梦和大雄的世界，送小孩子不一样的零食礼物。,good_5668,,http://img.cocodiy.com/Images/5700/5668s.jpg,340,哆啦A梦创意糖果大礼包,29.50
樱花飘落的速度，是每秒5厘米。 而距离你5厘米的我，却说不出我爱你， 多年之后，依然期待，一个转身，就能遇见你。,good_5342,,http://img.cocodiy.com/Images/5400/5342s.jpg,396,雪樱花珍珠纯银手镯,198.00
史上最可爱的个性充电宝，迷彩图案，更有情侣搭配款式，无论自用还是送人都是难得一见的个性好礼物。,good_5084,,http://img.cocodiy.com/Images/5100/5084s.jpg,429,小恶魔潮流手机充电宝,129.00
S925纯银戒指手工制作，樱花为天然珍珠母贝，开口设计方便调节，日系小清新，适合甜美森系清新的姑娘。,good_1287,,http://img.cocodiy.com/Images/1300/1287s.jpg,573,天然珍珠母贝樱花戒指,69.00
圣诞老人+圣诞树+圣诞雪人的毛巾三件套，主题礼盒包装，送同学、送朋友、送老师一份最好的圣诞纪念。,good_7848,,http://img.cocodiy.com/Images/7900/7848s.jpg,46,圣诞毛巾小礼盒,19.80
天然绿檀木雕花梳子，花语的设计象征着圆满的爱情，梳齿用着没有太过锋利的感觉，与头皮亲密接触还有按摩作用，送女友、老婆很有爱喔。,good_1911,,http://img.cocodiy.com/Images/2000/1911s.jpg,158,天然雕花檀木梳子,142.00
北欧榉木风相框灯，遥控开关、暖色光源，为房间增添温暖气氛，精美的包装+有心的设计，让它不失为一件好礼物哦。,good_7731,,http://img.cocodiy.com/Images/7800/7731s.jpg,178,LED榉木相框夜灯,135.00
一杯子谐音“一辈子”，代表一辈子相恋，送女友的浪漫礼物首选。,good_1967,,http://img.cocodiy.com/Images/2000/1967s.jpg,434,一辈子杯子刻字项链,69.90
超萌的红色巴士造型的10000毫安移动电源，个性的伦敦色彩风格，优雅掩藏不了的萌动，完全符合航空管理标准，安全带上飞机，旅行再也无需担心电量问题。,good_8402,,http://img.cocodiy.com/Images/8500/8402s.jpg,13,超萌巴士移动电源,89.00
XBoy公仔横空出世，创意炫酷的音响，独一无二的创意礼物，既是时尚摆件也是桌面精灵，还是品质卓越的迷你音响。,good_5171,,http://img.cocodiy.com/Images/5200/5171s.jpg,221,XBoy公仔创意无线蓝牙音响,198.00
一款可以在晚上投影出彩虹的小夜灯，晚上打开非常唯美浪漫，快给ta一个彩虹似的梦。,good_7796,,http://img.cocodiy.com/Images/7800/7796s.jpg,335,浪漫彩虹投影灯,35.90
儿童户外运动首选，给孩子不一样的童年，让孩子远离电子游戏的侵蚀，爱上户外运动，和小伙伴们一起玩起来吧。,good_1034,,http://img.cocodiy.com/Images/1100/1034s.jpg,777,迪士尼儿童闪光滑板车,159.00
这是一个抱着爱心的可爱泰迪熊公仔，爱心上写有“我爱你1314”、“生日快乐”、“开心每一天”等祝福语，为你传达爱意和心意，给她大大的惊喜和安全感。,good_81,,http://img.cocodiy.com/Images/100/81s.jpg,873,抱心泰迪熊毛绒公仔,98.00
适合4-12周岁小女孩的公主化妆套装，过家家装扮、参加舞台表演必备，满足孩子对美的追求，从小培养孩子的自信和气质，满足每个女宝宝的公主梦。,good_5076,,http://img.cocodiy.com/Images/5100/5076s.jpg,1331,迪士尼儿童彩妆化妆盒,78.00
风靡亚洲的时尚手镯，精致玫瑰花设计极具时尚美感，开口自由调节，还可专属刻字。,good_1222,,http://img.cocodiy.com/Images/1300/1222s.jpg,516,淡雅玫瑰千足银手镯,358.00
沙漏代表时间、美好的回忆和纯真的感情，支持个性刻字、定制图案，夜晚可发光，送恋人朋友的创意礼物。,good_3746,,http://img.cocodiy.com/Images/3800/3746s.jpg,986,钻石版水晶夜光沙漏,118.00
耳钉一共有七种款式，让你每一天的心情都可以不同搭配，925银打造，表层电镀处理，更加光亮闪耀，独一份的用心。不同款式不同含义，外包装是精美的书本式礼盒包装，送给女友的创意浪漫礼物。,good_8387,,http://img.cocodiy.com/Images/8400/8387s.jpg,99,一周星期耳钉礼盒,128.00
时下最流行的英雄联盟游戏主题定制，可选择不同方案，ZIPPO品牌更显大气，送给男生、男友以及游戏迷的流行礼物。,good_5192,,http://img.cocodiy.com/Images/5200/5192s.jpg,262,英雄联盟定制版打火机,58.00
蓝牙技术，抛开线的束缚，电脑手机平板笔记本在卧室，人却可以在厨房、客厅、洗手间，做任何你想做的事。,good_4881,,http://img.cocodiy.com/Images/4900/4881s.jpg,641,无线头戴式蓝牙耳机,109.90
幸运星代表着好运常伴，精巧玲珑的设计搭配手链式表带，是送给女友、女性朋友的时尚佳品。,good_772,,http://img.cocodiy.com/Images/800/772s.jpg,664,玲珑幸运星手链表,128.00
独一无二的立方锆石造型，突出自然清新的淡雅风格，S925银链身，还有高档礼盒包装，送女性的高品味礼物喔。,good_2734,,http://img.cocodiy.com/Images/2800/2734s.jpg,785,链爱925银锆石手链,189.00
"既是车模，又是蓝牙音响，原车1:18比例车模外形,车身表面高档UV工艺处理，内置FM调频收音机、语音提示、免提通话等功能，送男性最霸气的电子礼物。",good_5752,,http://img.cocodiy.com/Images/5800/5752s.jpg,323,布加迪车模蓝牙音响,368.00
香槟玫瑰花的花语：爱上你是我今生最大的幸福。33朵玫瑰花语：爱你三生三世。,good_1696,,http://img.cocodiy.com/Images/1700/1696s.jpg,439,33朵紅玫瑰花束,138.00
音箱会随着音乐的节奏喷出炫彩的水柱，在彩色LED灯的映衬下，显得格外美丽。,good_153,,http://img.cocodiy.com/Images/200/153s.jpg,586,七彩水舞喷水音响,99.00
一个超级魔性又无聊的盒子，有意思的是，这只小老虎发出的愤怒的咆哮声不按套路出牌，有时盖上盖子又会突然冒出头来，相当逗比，减压、解闷儿的小神器喔。,good_6435,,http://img.cocodiy.com/Images/6500/6435s.jpg,436,魔性小老虎玩具盒子,168.00
精美手提式马口铁礼盒包装的德芙巧克力，礼盒上可以定制您自己提供的照片哦，送礼非常的惊喜和独一无二。,good_3537,,http://img.cocodiy.com/Images/3600/3537s.jpg,1828,德芙巧克力照片礼盒,39.80
送给Hello Kitty控女生的可爱公仔礼物，精美礼品袋包装，送人有面子。,good_4911,,http://img.cocodiy.com/Images/5000/4911s.jpg,1973,Hello Kitty毛绒公仔,42.00
日本富士正品，一次成像胶片相机，按下快门就能马上得到照片，即拍即现。高档礼盒包装，送礼首选。,good_2644,,http://img.cocodiy.com/Images/2700/2644s.jpg,319,富士拍立得迷你胶片相机,469.00
26颗不同图案的巧克力，在黑色的高贵下，洋溢着激情的炙热之心，可专属刻字，美感、质感、口感兼备。,good_3535,,http://img.cocodiy.com/Images/3600/3535s.jpg,200,克罗心巧克力礼盒,49.90
可调光的卡通夜灯，超萌的大白样式，学习生活的小助手，送给孩子、女生、女友的创意礼物。,good_5110,,http://img.cocodiy.com/Images/5200/5110s.jpg,848,创意卡通大白台灯,19.90
钢琴造型的音乐盒，实木材质，钢琴盖上可根据您的要求刻字和定制图案，原木色、白色、黑色、粉色四种颜色可选，送女生的浪漫之选。,good_7150,,http://img.cocodiy.com/Images/7200/7150s.jpg,77,实木刻字钢琴音乐盒,99.00
圣诞节是一个有着想象中的圣诞老人、小鹿还有圣诞树的节日，漫天雪花纷纷落下，可是个送礼物的好季节，小鹿和雪花在手链上形成浪漫的圣诞节景观。,good_6852,,http://img.cocodiy.com/Images/6900/6852s.jpg,228,圣诞雪花小鹿手链,49.00
